sample_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
TR74652394,21,51300,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.98,0.19,N,2,0
TR58379109,33,148500,RENT,6.0,PERSONAL,D,20000,13.97,0.13,N,9,0
TR87749640,33,146200,MORTGAGE,3.0,EDUCATION,B,12500,10.61,0.09,N,10,0
TR56929302,27,93500,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,13.63,0.05,N,10,0
TR76615394,24,110500,MORTGAGE,9.0,EDUCATION,B,9800,9.9,0.09,N,3,0
TR36383637,28,100800,MORTGAGE,9.0,VENTURE,B,22800,11.22,0.23,N,3,0
TR93954167,30,32700,OWN,0.0,EDUCATION,A,1500,8.1,0.05,N,7,0
TR84377484,23,53100,MORTGAGE,4.0,PERSONAL,B,8000,10.73,0.15,N,4,0
TR75979971,23,41300,MORTGAGE,7.0,HOMEIMPROVEMENT,B,3000,11.42,0.07,N,3,0
TR66323726,24,26000,RENT,1.0,DEBTCONSOLIDATION,B,2800,11.95,0.11,N,4,0
TR73046986,27,73500,OWN,11.0,VENTURE,A,34500,6.94,0.47,N,3,0
TR66951566,25,25500,RENT,8.0,MEDICAL,B,7600,10.56,0.3,N,3,1
TR39122445,28,48200,RENT,12.0,MEDICAL,C,5900,13.48,0.12,Y,11,0
TR76538812,26,91200,MORTGAGE,3.0,HOMEIMPROVEMENT,D,20400,16.18,0.22,Y,3,1
TR23658421,30,39300,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4600,9.61,0.12,N,9,0
TR19031615,21,50500,MORTGAGE,3.0,MEDICAL,B,7600,9.63,0.15,N,4,0
TR81169388,28,132500,MORTGAGE,6.0,HOMEIMPROVEMENT,C,18800,13.88,0.14,Y,4,0
TR85899124,33,74300,MORTGAGE,7.0,VENTURE,A,9400,7.57,0.13,N,7,0
TR99409501,33,42100,MORTGAGE,6.0,VENTURE,A,13600,9.31,0.32,N,10,0
TR84379116,34,51100,RENT,8.0,MEDICAL,A,15300,8.97,0.3,N,8,0
TR43439859,25,82500,RENT,9.0,PERSONAL,C,21100,13.69,0.26,N,3,0
TR34551682,37,32000,RENT,22.0,VENTURE,A,11300,6.75,0.35,N,14,1
TR28064342,37,101400,MORTGAGE,7.0,PERSONAL,A,13300,5.61,0.13,N,11,0
TR63711599,25,27000,MORTGAGE,3.0,PERSONAL,C,10100,12.93,0.37,N,8,0
TR93374268,22,62200,RENT,0.0,PERSONAL,A,2900,8.3,0.05,N,3,0
TR16504477,31,66300,MORTGAGE,13.0,MEDICAL,C,4800,13.24,0.07,Y,9,0
TR40045266,29,119400,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6900,7.27,0.06,N,9,0
TR28747989,38,53400,RENT,5.0,HOMEIMPROVEMENT,B,7000,10.12,0.13,N,17,0
TR11458227,32,85600,MORTGAGE,8.0,EDUCATION,A,13500,6.96,0.16,N,5,0
TR55825925,22,99000,RENT,4.0,PERSONAL,B,24000,11.47,0.24,N,5,0
TR84736848,23,75800,RENT,2.0,VENTURE,C,23800,13.76,0.31,N,4,1
TR56272112,23,29800,RENT,6.0,PERSONAL,B,10500,9.77,0.35,N,1,1
TR97102465,22,74700,RENT,5.0,EDUCATION,B,13200,11.76,0.18,N,1,0
TR25917593,33,38200,RENT,5.0,PERSONAL,D,12000,15.01,0.31,N,9,1
TR60552786,24,40400,RENT,1.0,MEDICAL,B,8400,11.13,0.21,N,8,0
TR61401851,23,90200,MORTGAGE,6.0,PERSONAL,A,10200,7.22,0.11,N,2,0
TR65104266,26,37500,RENT,6.0,VENTURE,A,8100,7.73,0.22,N,4,0
TR96044062,42,63600,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7400,6.18,0.12,N,15,0
TR33300487,62,37100,RENT,2.0,PERSONAL,B,6600,11.41,0.18,N,19,0
TR98213028,33,53100,MORTGAGE,2.0,VENTURE,C,1500,14.11,0.03,N,10,0
TR71290457,56,60500,MORTGAGE,0.0,PERSONAL,C,3300,14.07,0.05,Y,31,0
TR79990274,26,57700,RENT,8.0,VENTURE,A,10100,5.76,0.18,N,5,0
TR46090857,26,50900,MORTGAGE,6.0,EDUCATION,C,8300,15.55,0.16,N,5,0
TR90491287,32,96700,MORTGAGE,5.0,MEDICAL,A,6600,6.71,0.07,N,5,0
TR30833075,39,186900,MORTGAGE,4.0,MEDICAL,C,9200,13.9,0.05,Y,18,0
TR50827070,22,28700,RENT,5.0,VENTURE,B,4900,10.09,0.17,N,2,0
TR94312472,23,60500,OWN,7.0,VENTURE,B,21200,11.67,0.35,N,3,0
TR60789706,32,36200,MORTGAGE,5.0,MEDICAL,D,11500,16.41,0.32,N,6,1
TR88813554,21,47400,RENT,0.0,EDUCATION,D,15300,15.09,0.32,Y,4,1
TR41213399,22,41500,RENT,0.0,VENTURE,C,11400,12.64,0.27,Y,4,0
TR53279502,27,92600,MORTGAGE,9.0,HOMEIMPROVEMENT,B,15200,11.55,0.16,N,5,0
TR38651580,24,40900,RENT,5.0,MEDICAL,C,18500,13.27,0.45,N,4,1
TR72154240,26,29300,RENT,1.0,PERSONAL,D,3200,14.23,0.11,Y,5,1
TR28055201,27,36900,RENT,3.0,HOMEIMPROVEMENT,A,4900,8.14,0.13,N,2,1
TR74954600,35,58600,MORTGAGE,3.0,EDUCATION,D,10500,15.59,0.18,N,14,0
TR93550926,25,101600,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10300,8.01,0.1,N,4,0
TR40752871,32,56000,RENT,7.0,MEDICAL,C,5700,13.79,0.1,N,6,0
TR63411071,21,29300,RENT,4.0,PERSONAL,D,4600,18.47,0.16,N,3,0
TR46036059,28,71000,RENT,1.0,DEBTCONSOLIDATION,D,9900,15.97,0.14,N,10,1
TR49888185,40,105500,MORTGAGE,3.0,MEDICAL,C,13100,10.91,0.12,Y,12,0
TR64971091,25,38700,RENT,0.0,EDUCATION,A,2900,5.4,0.07,N,3,0
TR60584043,23,25200,OWN,0.0,VENTURE,C,3700,14.07,0.15,Y,3,0
TR67334833,25,47700,RENT,2.0,MEDICAL,C,9800,14.41,0.21,Y,2,0
TR99005069,29,152500,MORTGAGE,12.0,VENTURE,E,7300,19.82,0.05,N,10,0
TR63690850,31,22700,MORTGAGE,2.0,VENTURE,A,5800,8.04,0.26,N,6,0
TR30105204,27,160100,RENT,5.0,EDUCATION,B,8700,10.88,0.05,N,10,0
TR25488008,28,32900,RENT,12.0,EDUCATION,A,12400,7.13,0.38,N,9,1
TR82968963,20,35800,MORTGAGE,6.0,EDUCATION,B,2000,11.52,0.06,N,2,0
TR55803111,31,87000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,18600,14.54,0.21,Y,10,0
TR34538761,33,42200,MORTGAGE,9.0,MEDICAL,C,13200,13.11,0.31,Y,11,0
TR18370140,26,39600,RENT,5.0,DEBTCONSOLIDATION,A,2100,5.87,0.05,N,3,0
TR64642793,24,57000,RENT,7.0,EDUCATION,A,10600,8.95,0.19,N,1,0
TR76191355,24,55800,MORTGAGE,6.0,EDUCATION,B,5000,11.46,0.09,N,4,0
TR97002683,23,64300,RENT,2.0,EDUCATION,C,9600,13.66,0.15,Y,4,0
TR92732803,27,44500,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5800,10.02,0.13,N,9,0
TR74973339,32,30000,RENT,4.0,MEDICAL,C,5300,14.99,0.18,N,7,0
TR40215973,36,94600,RENT,1.0,DEBTCONSOLIDATION,B,9200,10.29,0.1,N,10,0
TR12227674,21,72900,RENT,1.0,DEBTCONSOLIDATION,A,12500,8.85,0.17,N,2,0
TR77386260,27,81300,MORTGAGE,0.0,HOMEIMPROVEMENT,B,14400,10.73,0.18,N,5,0
TR16696830,22,37000,RENT,4.0,EDUCATION,C,5000,15.2,0.14,N,1,0
TR83149156,23,65300,MORTGAGE,10.0,MEDICAL,B,3200,11.93,0.05,N,3,0
TR67572556,27,26600,OTHER,4.0,PERSONAL,G,5200,20.44,0.2,N,4,1
TR51477300,25,52100,MORTGAGE,9.0,EDUCATION,E,5300,16.31,0.1,Y,2,0
TR76602985,23,75000,MORTGAGE,8.0,EDUCATION,A,13400,5.66,0.18,N,1,0
TR20033307,39,26800,RENT,21.0,VENTURE,C,5700,13.84,0.21,Y,15,0
TR24737978,38,83100,MORTGAGE,8.0,HOMEIMPROVEMENT,A,24300,7.51,0.29,N,16,0
TR51150717,26,36200,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4800,6.88,0.13,N,3,0
TR15911274,26,82500,MORTGAGE,4.0,EDUCATION,B,15900,11.35,0.19,N,2,0
TR37887784,23,76800,MORTGAGE,2.0,MEDICAL,A,10000,7.62,0.13,N,2,0
TR24632127,37,17600,RENT,3.0,HOMEIMPROVEMENT,D,1600,14.51,0.09,Y,15,1
TR38255178,24,100100,MORTGAGE,10.0,MEDICAL,B,25200,11.17,0.25,N,1,0
TR98947687,22,39900,RENT,4.0,DEBTCONSOLIDATION,C,8000,14.54,0.2,N,3,0
TR52560213,21,93300,MORTGAGE,8.0,EDUCATION,A,18600,8.78,0.2,N,4,0
TR99798210,31,67100,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10500,6.79,0.16,N,10,0
TR95967227,23,95000,RENT,2.0,DEBTCONSOLIDATION,B,11500,10.64,0.12,N,1,0
TR59859420,32,30000,MORTGAGE,0.0,PERSONAL,A,1200,8.84,0.04,N,7,0
TR93031970,26,69800,MORTGAGE,5.0,DEBTCONSOLIDATION,B,14800,11.61,0.21,N,8,0
TR28500303,27,62400,MORTGAGE,1.0,PERSONAL,B,5200,10.89,0.08,N,3,0
TR72722578,25,50200,OWN,0.0,EDUCATION,B,8800,10.1,0.18,N,4,0
TR47704125,27,39800,RENT,0.0,MEDICAL,A,5100,7.49,0.13,N,4,0
TR44361348,24,66700,RENT,0.0,VENTURE,D,4700,13.66,0.07,Y,3,0
TR58733506,27,33400,RENT,0.0,DEBTCONSOLIDATION,A,6100,5.49,0.18,N,1,0
TR13404138,24,54500,MORTGAGE,1.0,PERSONAL,A,5900,7.21,0.11,N,4,0
TR68573304,23,43900,OWN,3.0,EDUCATION,B,8000,12.01,0.18,N,2,0
TR38196722,43,106700,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6900,5.72,0.06,N,17,0
TR35896786,22,40800,MORTGAGE,7.0,VENTURE,A,5100,6.55,0.12,N,4,0
TR51194559,24,64200,MORTGAGE,0.0,EDUCATION,A,6300,8.09,0.1,N,3,0
TR33132263,23,65800,MORTGAGE,8.0,VENTURE,B,14100,11.59,0.21,N,3,0
TR70937152,23,51500,MORTGAGE,3.0,EDUCATION,F,6900,19.53,0.13,N,1,1
TR17810269,26,108000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12500,7.85,0.12,N,3,0
TR71124907,23,68500,RENT,0.0,EDUCATION,B,6100,10.27,0.09,N,4,0
TR27249155,25,65600,RENT,1.0,VENTURE,E,7800,17.55,0.12,N,3,1
TR54677822,20,51000,RENT,0.0,DEBTCONSOLIDATION,D,7700,15.67,0.15,N,2,1
TR11299964,29,137600,MORTGAGE,11.0,HOMEIMPROVEMENT,A,23100,6.39,0.17,N,5,0
TR39862776,33,71200,RENT,10.0,DEBTCONSOLIDATION,C,4600,12.58,0.06,N,8,0
TR43895330,28,86600,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7700,10.86,0.09,N,5,0
TR53182307,23,32100,MORTGAGE,5.0,EDUCATION,D,1000,15.06,0.03,Y,4,0
TR52166951,30,30400,RENT,1.0,MEDICAL,C,6000,13.0,0.2,Y,6,0
TR29051219,25,75200,MORTGAGE,8.0,EDUCATION,B,7700,9.12,0.1,N,4,0
TR41279153,24,41200,MORTGAGE,5.0,EDUCATION,B,5500,12.71,0.13,N,5,0
TR50404224,24,53000,RENT,7.0,VENTURE,E,9100,18.64,0.17,N,1,1
TR38962896,25,102500,MORTGAGE,8.0,MEDICAL,D,14500,14.29,0.14,N,3,1
TR31055355,44,60000,OWN,1.0,PERSONAL,D,12500,15.15,0.21,Y,14,0
TR42588823,33,31300,RENT,5.0,PERSONAL,A,2800,5.4,0.09,N,6,0
TR88320995,34,118100,MORTGAGE,6.0,DEBTCONSOLIDATION,B,6300,10.32,0.05,N,7,0
TR31437030,23,48200,MORTGAGE,5.0,EDUCATION,D,14500,13.33,0.3,Y,3,0
TR37087128,32,61700,MORTGAGE,13.0,PERSONAL,A,14900,7.91,0.24,N,9,0
TR39410216,31,37000,RENT,4.0,MEDICAL,C,10400,11.51,0.28,Y,11,0
TR82487168,36,23500,RENT,1.0,PERSONAL,B,5900,8.72,0.25,N,14,0
TR19602516,31,34100,MORTGAGE,7.0,MEDICAL,D,2000,17.18,0.06,Y,7,1
TR85200950,24,49800,MORTGAGE,5.0,PERSONAL,A,2600,6.99,0.05,N,5,0
TR84008575,24,99600,RENT,1.0,PERSONAL,C,15000,10.4,0.15,Y,3,0
TR60499944,27,109100,RENT,3.0,HOMEIMPROVEMENT,B,19200,12.91,0.18,N,5,0
TR94252592,32,150000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,16900,8.11,0.11,N,9,0
TR56328064,24,39800,MORTGAGE,7.0,VENTURE,B,9200,10.81,0.23,N,3,0
TR40145632,26,66200,MORTGAGE,1.0,PERSONAL,A,10200,8.03,0.15,N,5,0
TR50896148,26,48000,MORTGAGE,5.0,PERSONAL,A,7700,7.46,0.16,N,1,0
TR31823046,40,77900,OWN,3.0,VENTURE,B,31500,10.64,0.4,N,11,0
TR40686122,23,105900,MORTGAGE,6.0,PERSONAL,C,14600,13.45,0.14,N,2,0
TR30209918,38,95300,MORTGAGE,0.0,DEBTCONSOLIDATION,D,12500,13.97,0.13,N,13,1
TR40610107,28,62100,RENT,1.0,DEBTCONSOLIDATION,B,12100,11.09,0.19,N,5,0
TR44873434,26,83900,MORTGAGE,0.0,HOMEIMPROVEMENT,B,14200,9.33,0.17,N,3,0
TR45193986,33,42400,OWN,0.0,VENTURE,D,6000,15.28,0.14,Y,6,0
TR61087220,27,31400,RENT,1.0,PERSONAL,B,3100,9.65,0.1,N,4,0
TR87136030,26,99800,MORTGAGE,2.0,MEDICAL,C,14100,11.18,0.14,N,6,0
TR51855823,21,25400,RENT,1.0,DEBTCONSOLIDATION,C,3700,15.18,0.15,N,1,0
TR74547818,23,85800,MORTGAGE,1.0,MEDICAL,A,10600,7.39,0.12,N,3,0
TR57795113,26,54100,MORTGAGE,2.0,EDUCATION,C,7700,13.21,0.14,N,5,0
TR42768497,35,56400,RENT,4.0,VENTURE,D,20400,12.23,0.36,N,5,0
TR40368054,26,32700,MORTGAGE,0.0,VENTURE,D,5300,13.14,0.16,N,4,1
TR23343524,36,30200,RENT,3.0,VENTURE,A,10300,7.32,0.34,N,9,1
TR16856118,32,41900,MORTGAGE,3.0,EDUCATION,A,6600,5.47,0.16,N,8,0
TR45630972,26,95900,RENT,12.0,MEDICAL,B,1400,8.8,0.01,N,6,0
TR25358479,32,35700,MORTGAGE,4.0,MEDICAL,B,3900,9.26,0.11,N,5,0
TR74881942,29,72100,MORTGAGE,4.0,PERSONAL,B,12700,10.56,0.18,N,6,0
TR29707072,29,63600,MORTGAGE,5.0,VENTURE,B,2100,10.75,0.03,N,7,0
TR78923843,28,46400,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6500,6.72,0.14,N,4,0
TR54309361,27,43000,RENT,1.0,VENTURE,A,3500,5.93,0.08,N,9,0
TR78605381,27,59100,MORTGAGE,0.0,HOMEIMPROVEMENT,A,8400,8.31,0.14,N,6,0
TR81208977,28,70600,MORTGAGE,6.0,PERSONAL,C,13200,13.42,0.19,Y,9,0
TR55264928,23,45000,RENT,2.0,PERSONAL,A,1900,7.94,0.04,N,3,0
TR88261363,25,103100,RENT,1.0,HOMEIMPROVEMENT,D,19400,14.84,0.19,N,2,1
TR11271314,24,86000,RENT,4.0,EDUCATION,A,3000,9.46,0.03,N,3,0
TR15150834,24,45400,RENT,5.0,EDUCATION,B,14600,11.21,0.32,N,3,0
TR94059432,22,111900,MORTGAGE,3.0,EDUCATION,B,15900,11.86,0.14,N,3,0
TR10347545,20,61100,MORTGAGE,2.0,PERSONAL,A,9500,7.67,0.16,N,4,0
TR82709537,26,96800,RENT,13.0,HOMEIMPROVEMENT,B,20400,12.25,0.21,N,11,0
TR51694333,29,58000,MORTGAGE,3.0,MEDICAL,B,4800,12.21,0.08,N,5,0
TR64606837,23,58300,MORTGAGE,1.0,MEDICAL,A,12400,8.93,0.21,N,1,0
TR50796235,25,35400,RENT,4.0,DEBTCONSOLIDATION,D,14300,15.69,0.4,N,3,1
TR60686558,20,36300,RENT,2.0,EDUCATION,B,14700,11.89,0.4,N,2,1
TR37658034,29,74300,MORTGAGE,15.0,EDUCATION,B,14600,12.26,0.2,N,9,0
TR26342118,23,62800,MORTGAGE,5.0,PERSONAL,A,5500,5.55,0.09,N,3,0
TR74457115,39,32800,RENT,3.0,EDUCATION,A,4900,9.9,0.15,N,15,0
TR11756098,24,57200,MORTGAGE,9.0,VENTURE,A,3100,7.78,0.05,N,4,0
TR59704189,40,79100,RENT,3.0,HOMEIMPROVEMENT,C,19800,13.81,0.25,Y,15,0
TR41715369,44,63500,MORTGAGE,0.0,PERSONAL,B,9900,10.62,0.16,N,16,0
TR64614162,24,46700,RENT,4.0,HOMEIMPROVEMENT,B,9700,9.53,0.21,N,4,0
TR39767344,26,126600,MORTGAGE,4.0,VENTURE,A,5100,7.29,0.04,N,1,0
TR75682163,43,63000,MORTGAGE,4.0,EDUCATION,D,10200,16.39,0.16,Y,15,0
TR14775372,19,37300,RENT,3.0,VENTURE,A,6700,7.83,0.18,N,2,0
TR10818127,28,38500,RENT,13.0,EDUCATION,E,7500,16.84,0.19,N,7,0
TR38094242,23,39800,RENT,4.0,DEBTCONSOLIDATION,C,2600,13.66,0.07,Y,3,0
TR91444031,27,90200,MORTGAGE,14.0,PERSONAL,D,17300,14.59,0.19,N,4,0
TR13789393,27,80800,RENT,1.0,DEBTCONSOLIDATION,C,16700,12.68,0.21,N,2,0
TR24478879,23,88400,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8400,12.53,0.1,N,4,0
TR34446619,22,28800,MORTGAGE,6.0,EDUCATION,B,1200,12.6,0.04,N,5,0
TR75875645,28,31800,RENT,6.0,VENTURE,A,2800,6.1,0.09,N,9,1
TR99074982,23,62600,MORTGAGE,0.0,PERSONAL,B,5700,10.24,0.09,N,4,0
TR17705803,25,52700,MORTGAGE,5.0,PERSONAL,A,6300,7.64,0.12,N,4,0
TR19239673,29,111700,RENT,0.0,HOMEIMPROVEMENT,B,12000,11.33,0.11,N,8,0
TR73984687,25,45200,RENT,1.0,VENTURE,D,5700,14.26,0.13,Y,2,1
TR59848504,20,47500,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6300,6.13,0.13,N,1,0
TR73018880,23,75400,MORTGAGE,5.0,MEDICAL,A,2900,5.51,0.04,N,5,0
TR46747505,29,77700,RENT,2.0,HOMEIMPROVEMENT,A,4200,8.7,0.05,N,7,0
TR23102291,20,48000,RENT,7.0,EDUCATION,E,1000,17.04,0.02,Y,2,1
TR20838217,31,25600,RENT,0.0,MEDICAL,A,5100,6.9,0.2,N,5,0
TR79103594,31,37000,RENT,4.0,MEDICAL,B,9900,12.33,0.27,N,8,0
TR37708931,22,52900,RENT,5.0,EDUCATION,C,8000,12.83,0.15,Y,2,0
TR31543714,33,77800,RENT,6.0,DEBTCONSOLIDATION,B,21600,10.47,0.28,N,8,0
TR59108228,46,18400,RENT,0.0,PERSONAL,B,3600,11.16,0.2,N,16,1
TR94766739,20,35900,RENT,5.0,EDUCATION,B,1500,9.87,0.04,N,3,0
TR30340277,21,57500,RENT,5.0,VENTURE,B,10600,10.7,0.18,N,2,0
TR26503430,26,35900,RENT,2.0,VENTURE,B,3800,11.99,0.11,N,2,0
TR36375940,36,115600,MORTGAGE,16.0,PERSONAL,E,9500,15.9,0.08,Y,15,0
TR73324209,25,53300,RENT,5.0,EDUCATION,A,2900,6.84,0.05,N,5,0
TR64546577,32,90700,MORTGAGE,5.0,EDUCATION,F,15400,18.42,0.17,Y,8,0
TR41214384,47,71200,MORTGAGE,5.0,HOMEIMPROVEMENT,A,10400,6.21,0.15,N,11,0
TR68994490,27,79400,OWN,9.0,HOMEIMPROVEMENT,B,24000,12.21,0.3,N,3,0
TR88803858,23,34800,RENT,3.0,DEBTCONSOLIDATION,B,8300,11.53,0.24,N,3,1
TR93545561,23,67400,RENT,8.0,DEBTCONSOLIDATION,C,6400,12.87,0.09,N,2,0
TR80091706,22,42900,RENT,4.0,MEDICAL,A,8600,7.31,0.2,N,3,0
TR56093154,22,106500,RENT,0.0,MEDICAL,A,9800,7.54,0.09,N,2,0
TR91592019,31,87500,OWN,8.0,HOMEIMPROVEMENT,C,21600,14.08,0.25,N,6,0
TR75585800,30,51900,RENT,0.0,HOMEIMPROVEMENT,D,11400,15.19,0.22,N,7,1
TR15407452,31,98200,MORTGAGE,2.0,PERSONAL,A,4700,7.47,0.05,N,11,0
TR31242995,24,41400,RENT,5.0,MEDICAL,C,13500,13.54,0.33,N,3,1
TR32135687,22,50600,MORTGAGE,3.0,PERSONAL,B,12200,10.2,0.24,N,3,0
TR94097265,23,33000,RENT,1.0,EDUCATION,B,8100,12.33,0.25,N,4,0
TR93810301,23,79500,RENT,8.0,MEDICAL,B,5300,11.27,0.07,N,2,0
TR78459391,26,42600,MORTGAGE,2.0,VENTURE,A,10200,7.35,0.24,N,2,0
TR38887655,26,27600,RENT,4.0,EDUCATION,B,10100,10.68,0.37,N,6,1
TR48995925,63,52900,RENT,3.0,PERSONAL,B,3100,9.64,0.06,N,28,0
TR62260834,31,64000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7700,7.28,0.12,N,6,0
TR72309781,30,92700,MORTGAGE,6.0,MEDICAL,B,10100,11.64,0.11,N,7,0
TR46231100,26,79300,MORTGAGE,2.0,MEDICAL,B,5800,11.51,0.07,N,3,0
TR49635394,25,36800,MORTGAGE,3.0,DEBTCONSOLIDATION,A,13800,7.2,0.38,N,1,0
TR78884141,26,85400,MORTGAGE,10.0,VENTURE,E,15900,16.08,0.19,N,9,0
TR55147658,21,57800,RENT,2.0,MEDICAL,C,5100,15.07,0.09,N,1,0
TR59573271,27,102700,OWN,1.0,HOMEIMPROVEMENT,A,14400,8.99,0.14,N,5,0
TR39596850,21,96400,MORTGAGE,7.0,MEDICAL,A,9200,6.86,0.1,N,1,0
TR75442187,21,58600,RENT,7.0,PERSONAL,A,5300,7.61,0.09,N,4,0
TR96827345,25,58500,RENT,1.0,VENTURE,A,8600,6.66,0.15,N,1,0
TR85856367,22,35400,OWN,0.0,PERSONAL,A,3900,7.79,0.11,N,3,0
TR60830106,42,51000,MORTGAGE,21.0,PERSONAL,A,5200,7.25,0.1,N,17,0
TR26938249,24,28600,RENT,7.0,DEBTCONSOLIDATION,A,7100,8.89,0.25,N,4,0
TR62389753,28,93600,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12100,12.33,0.13,N,7,0
TR34544466,40,36800,OWN,1.0,DEBTCONSOLIDATION,D,5800,15.56,0.16,Y,15,0
TR12980723,28,73300,RENT,0.0,HOMEIMPROVEMENT,D,14800,14.7,0.2,N,7,1
TR26867585,22,89200,MORTGAGE,8.0,EDUCATION,B,3900,9.93,0.04,N,4,0
TR81056282,30,74900,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6500,7.64,0.09,N,8,0
TR55816873,43,91900,MORTGAGE,4.0,PERSONAL,B,9700,10.71,0.11,N,12,0
TR92912615,25,26600,RENT,11.0,PERSONAL,B,5300,9.17,0.2,N,3,0
TR13426841,37,144400,MORTGAGE,2.0,VENTURE,B,26000,11.5,0.18,N,12,0
TR55031924,28,69200,RENT,6.0,VENTURE,A,5000,7.95,0.07,N,9,0
TR38301861,24,90700,MORTGAGE,3.0,PERSONAL,D,3600,15.34,0.04,N,1,0
TR20180756,29,47800,RENT,3.0,DEBTCONSOLIDATION,C,8300,13.74,0.17,Y,5,0
TR58036764,31,68100,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,7.4,0.04,N,4,0
TR53119163,22,53400,RENT,4.0,EDUCATION,A,4800,7.29,0.09,N,4,0
TR75043928,35,81400,RENT,0.0,DEBTCONSOLIDATION,A,10300,9.19,0.13,N,7,0
TR23284308,30,108000,RENT,0.0,PERSONAL,D,12000,15.13,0.11,Y,11,1
TR48986565,32,99500,RENT,4.0,MEDICAL,A,14300,7.42,0.14,N,10,0
TR93531172,20,50200,RENT,3.0,VENTURE,C,1900,12.55,0.04,N,2,0
TR45331013,29,53300,RENT,3.0,DEBTCONSOLIDATION,C,6800,13.67,0.13,N,9,0
TR71471410,27,55000,MORTGAGE,5.0,PERSONAL,A,2000,7.01,0.04,N,4,0
TR17748389,36,41800,MORTGAGE,16.0,PERSONAL,B,11600,11.14,0.28,N,13,0
TR46792768,40,58400,OWN,3.0,VENTURE,A,10000,7.57,0.17,N,13,0
TR86668701,27,47100,RENT,1.0,HOMEIMPROVEMENT,C,2900,12.46,0.06,Y,6,0
TR13162213,26,63500,MORTGAGE,13.0,VENTURE,A,5100,6.92,0.08,N,7,0
TR55555721,25,80100,RENT,1.0,MEDICAL,B,4700,10.4,0.06,N,7,0
TR38028305,22,93800,MORTGAGE,4.0,PERSONAL,B,7600,10.18,0.08,N,5,0
TR62634164,19,82200,MORTGAGE,4.0,EDUCATION,B,19300,10.0,0.23,N,3,0
TR91150073,35,48000,RENT,2.0,PERSONAL,B,20500,12.66,0.43,N,14,1
TR18535154,24,61800,RENT,0.0,EDUCATION,B,7100,10.64,0.11,N,5,0
TR20678919,29,140700,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9900,8.3,0.07,N,10,0
TR80430336,30,50100,RENT,5.0,PERSONAL,A,7700,9.49,0.15,N,11,0
TR15752941,20,24100,RENT,0.0,VENTURE,A,1000,7.2,0.04,N,3,0
TR20971584,21,57200,MORTGAGE,6.0,EDUCATION,B,5900,11.61,0.1,N,1,0
TR19349572,24,33600,RENT,3.0,EDUCATION,A,3900,7.18,0.12,N,2,0
TR12620656,29,50600,RENT,1.0,DEBTCONSOLIDATION,A,4900,6.06,0.1,N,9,0
TR59169610,37,149600,MORTGAGE,3.0,PERSONAL,B,12400,11.73,0.08,N,17,0
TR59330212,30,31700,RENT,0.0,PERSONAL,A,9900,7.06,0.31,N,7,0
TR72557370,22,52000,RENT,1.0,EDUCATION,A,10500,9.85,0.2,N,2,0
TR92538468,27,46700,OWN,11.0,MEDICAL,A,10300,5.44,0.22,N,4,0
TR97150345,28,44000,MORTGAGE,9.0,MEDICAL,C,6500,15.02,0.15,Y,3,0
TR59120370,34,66900,RENT,0.0,PERSONAL,A,3100,7.72,0.05,N,10,0
TR54506439,29,105100,MORTGAGE,10.0,MEDICAL,A,12000,5.97,0.11,N,11,0
TR43724974,32,77500,RENT,2.0,MEDICAL,B,25400,11.81,0.33,N,10,1
TR49997822,27,46600,MORTGAGE,4.0,MEDICAL,A,18500,6.8,0.4,N,7,1
TR84444296,22,126400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,19200,9.71,0.15,N,2,0
TR98038644,42,43100,RENT,5.0,EDUCATION,A,3900,5.66,0.09,N,14,0
TR47870641,32,38000,RENT,4.0,PERSONAL,A,9700,5.86,0.26,N,9,0
TR90986383,24,139600,MORTGAGE,10.0,MEDICAL,A,4700,6.99,0.03,N,4,0
TR84720257,28,62000,MORTGAGE,2.0,MEDICAL,D,11300,14.72,0.18,N,8,1
